Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-23 00:00:00+05:30,3844.3246424565054,3877.7405988557225,3787.8919281537783,3803.170654296875,2618854,0.0,0.0
2024-01-24 00:00:00+05:30,3824.610432134239,3828.20822970645,3751.272637635869,3786.955810546875,2657709,0.0,0.0
2024-01-25 00:00:00+05:30,3785.082567741791,3805.8814463186973,3724.7562899172253,3755.9052734375,2205154,0.0,0.0
2024-01-29 00:00:00+05:30,3746.5406962540924,3765.4665533124507,3726.875546024273,3746.73779296875,1646747,0.0,0.0
2024-01-30 00:00:00+05:30,3753.095834814792,3792.869905489426,3732.937821564557,3746.29443359375,1411621,0.0,0.0
2024-01-31 00:00:00+05:30,3756.7921750947016,3779.2667358961994,3742.2527425557164,3761.474365234375,2459358,0.0,0.0
2024-02-01 00:00:00+05:30,3765.4665203991385,3849.1544104149884,3750.729991441207,3799.12890625,2363107,0.0,0.0
2024-02-02 00:00:00+05:30,3819.730644439133,3927.5194423063704,3816.7241374704427,3909.677978515625,2826510,0.0,0.0
2024-02-05 00:00:00+05:30,3926.1398466214637,3964.583093927072,3905.5383052249554,3916.578369140625,1691523,0.0,0.0
2024-02-06 00:00:00+05:30,3939.9396574215916,4090.6567924878987,3933.0395879690145,4076.955322265625,4474396,0.0,0.0
2024-02-07 00:00:00+05:30,4093.712951745964,4095.6844003141055,4015.7913989590998,4025.1064453125,2124267,0.0,0.0
2024-02-08 00:00:00+05:30,4031.6122274995373,4098.6414772476965,4027.718664799646,4075.082763671875,2345173,0.0,0.0
2024-02-09 00:00:00+05:30,4077.4976499021727,4125.009753561321,4041.469619356334,4074.688720703125,2100596,0.0,0.0
2024-02-12 00:00:00+05:30,4071.0410662440036,4100.2185996879325,4046.939916317884,4061.8740234375,1013716,0.0,0.0
2024-02-13 00:00:00+05:30,4066.555977362669,4110.469796695196,4023.233207484759,4090.262451171875,1257415,0.0,0.0
2024-02-14 00:00:00+05:30,4048.369760884982,4056.1568867097644,3991.6906127839625,4041.568359375,1391283,0.0,0.0
